2	0.000002
3	0.000001
4	0.000001
5	0.000001
6	0.000001
7	0.000001
8	0.000001
9	0.000001
10	0.000001
11	0.000001
12	0.000001
13	0.000001
14	0.000001
15	0.000001
16	0.000002
17	0.000001
18	0.000002
19	0.000002
20	0.000002
21	0.000002
22	0.000003
23	0.000003
24	0.000003
25	0.000003
26	0.000003
27	0.000004
28	0.000004
29	0.000004
30	0.000004
31	0.000004
32	0.000004
33	0.000005
34	0.000005
35	0.000005
36	0.000006
37	0.000005
38	0.000006
39	0.000007
40	0.000007
41	0.000007
42	0.000007
43	0.000008
44	0.000008
45	0.000008
46	0.000009
47	0.000009
48	0.000010
49	0.000009
50	0.000011
51	0.000010
52	0.000012
53	0.000011
54	0.000012
55	0.000012
56	0.000013
57	0.000014
58	0.000013
59	0.000014
60	0.000015
61	0.000015
62	0.000017
63	0.000015
64	0.000017
65	0.000017
66	0.000014
67	0.000013
68	0.000015
69	0.000014
70	0.000018
71	0.000016
72	0.000020
73	0.000017
74	0.000019
75	0.000017
76	0.000017
77	0.000024
78	0.000026
79	0.000028
80	0.000025
81	0.000067
82	0.000024
83	0.000024
84	0.000024
85	0.000025
86	0.000026
87	0.000026
88	0.000026
89	0.000028
90	0.000028
91	0.000029
92	0.000029
93	0.000030
94	0.000030
95	0.000031
96	0.000031
97	0.000044
98	0.000048
99	0.000047
100	0.000049
101	0.000048
102	0.000037
103	0.000036
104	0.000037
105	0.000051
106	0.000050
107	0.000042
108	0.000040
109	0.000041
110	0.000039
111	0.000039
112	0.000039
113	0.000040
114	0.000040
115	0.000042
116	0.000042
117	0.000042
118	0.000044
119	0.000044
120	0.000046
121	0.000045
122	0.000046
123	0.000070
124	0.000072
125	0.000073
126	0.000076
127	0.000050
128	0.000051
129	0.000052
130	0.000052
131	0.000054
132	0.000054
133	0.000051
134	0.000052
135	0.000053
136	0.000054
137	0.000054
138	0.000055
139	0.000057
140	0.000058
141	0.000059
142	0.000060
143	0.000059
144	0.000084
145	0.000061
146	0.000061
147	0.000063
148	0.000063
149	0.000064
150	0.000061
151	0.000061
152	0.000062
153	0.000063
154	0.000064
155	0.000067
156	0.000067
157	0.000069
158	0.000069
159	0.000068
160	0.000069
161	0.000095
162	0.000071
163	0.000071
164	0.000073
165	0.000073
166	0.000070
167	0.000070
168	0.000071
169	0.000072
170	0.000073
171	0.000096
172	0.000081
173	0.000078
174	0.000079
175	0.000077
176	0.000078
177	0.000079
178	0.000079
179	0.000077
180	0.000077
181	0.000077
182	0.000078
183	0.000079
184	0.000080
185	0.000081
186	0.000082
187	0.000116
188	0.000113
189	0.000115
190	0.000117
191	0.000087
192	0.000082
193	0.000084
194	0.000084
195	0.000084
196	0.000085
197	0.000087
198	0.000087
199	0.000088
200	0.000092
201	0.000090
202	0.000092
203	0.000096
204	0.000092
205	0.000092
206	0.000093
207	0.000091
208	0.000092
209	0.000092
210	0.000093
211	0.000095
212	0.000096
213	0.000096
214	0.000097
215	0.000093
216	0.000094
217	0.000094
218	0.000095
219	0.000099
220	0.000101
221	0.000102
222	0.000105
223	0.000100
224	0.000100
225	0.000110
226	0.000097
227	0.000099
228	0.000099
229	0.000100
230	0.000101
231	0.000102
232	0.000103
233	0.000103
234	0.000104
235	0.000110
236	0.000107
237	0.000108
238	0.000109
239	0.000104
240	0.000105
241	0.000106
242	0.000107
243	0.000108
244	0.000110
245	0.000107
246	0.000107
247	0.000106
248	0.000107
249	0.000108
250	0.000109
251	0.000206
252	0.000209
253	0.000207
254	0.000223
255	0.000108
256	0.000110
257	0.000110
258	0.000111
259	0.000113
260	0.000115
261	0.000123
262	0.000117
263	0.000137
264	0.000111
265	0.000112
266	0.000114
267	0.000120
268	0.000121
269	0.000122
270	0.000123
271	0.000118
272	0.000119
273	0.000119
274	0.000120
275	0.000123
276	0.000125
277	0.000126
278	0.000127
279	0.000125
280	0.000125
281	0.000126
282	0.000127
283	0.000143
284	0.000144
285	0.000146
286	0.000146
287	0.000134
288	0.000140
289	0.000134
290	0.000134
291	0.000139
292	0.000139
293	0.000141
294	0.000141
295	0.000141
296	0.000141
297	0.000141
298	0.000142
299	0.000153
300	0.000159
301	0.000157
302	0.000161
303	0.000147
304	0.000149
305	0.000150
306	0.000151
307	0.000157
308	0.000158
309	0.000165
310	0.000160
311	0.000155
312	0.000155
313	0.000157
314	0.000159
315	0.000262
316	0.000264
317	0.000267
318	0.000269
319	0.000161
320	0.000164
321	0.000165
322	0.000167
323	0.000176
324	0.000177
325	0.000178
326	0.000181
327	0.000172
328	0.000179
329	0.000174
330	0.000174
331	0.000193
332	0.000194
333	0.000195
334	0.000196
335	0.000184
336	0.000187
337	0.000187
338	0.000190
339	0.000203
340	0.000199
341	0.000198
342	0.000200
343	0.000188
344	0.000190
345	0.000193
346	0.000193
347	0.000263
348	0.000265
349	0.000268
350	0.000269
351	0.000198
352	0.000200
353	0.000200
354	0.000201
355	0.000218
356	0.000217
357	0.000218
358	0.000218
359	0.000208
360	0.000208
361	0.000211
362	0.000211
363	0.000238
364	0.000237
365	0.000238
366	0.000239
367	0.000217
368	0.000218
369	0.000222
370	0.000227
371	0.000237
372	0.000239
373	0.000239
374	0.000240
375	0.000236
376	0.000229
377	0.000230
378	0.000231
379	0.000440
380	0.000471
381	0.000428
382	0.000439
383	0.000238
384	0.000239
385	0.000241
386	0.000243
387	0.000262
388	0.000271
389	0.000262
390	0.000263
391	0.000247
392	0.000250
393	0.000251
394	0.000365
395	0.000385
396	0.000380
397	0.000379
398	0.000412
399	0.000336
400	0.000261
401	0.000261
402	0.000265
403	0.000286
404	0.000290
405	0.000285
406	0.000309
407	0.000273
408	0.000278
409	0.000274
410	0.000277
411	0.000411
412	0.000414
413	0.000415
414	0.000419
415	0.000283
416	0.000282
417	0.000285
418	0.000284
419	0.000313
420	0.000312
421	0.000312
422	0.000314
423	0.000291
424	0.000301
425	0.000294
426	0.000305
427	0.000332
428	0.000336
429	0.000339
430	0.000345
431	0.000304
432	0.000307
433	0.000308
434	0.000311
435	0.000338
436	0.000343
437	0.000343
438	0.000343
439	0.000317
440	0.000332
441	0.000323
